time,COINBASE:open,COINBASE:high,COINBASE:low,COINBASE:close,COINBASE:volume,BINANCE:open,BINANCE:high,BINANCE:low,BINANCE:close,BINANCE:volume,BITFINEX:open,BITFINEX:high,BITFINEX:low,BITFINEX:close,BITFINEX:volume
2024-09-07 15:49,0.09559,0.09559,0.09547,0.0955,121847.6,0.09559000,0.09559000,0.09549000,0.09550000,115299.00000000,0.095819,0.095819,0.095819,0.095819,350.0
2024-09-07 15:50,0.09551,0.09554,0.09547,0.09554,37502.1,0.09551000,0.09553000,0.09548000,0.09553000,328720.00000000,,,,,
2024-09-07 15:51,0.09553,0.09564,0.09552,0.09564,392967.6,0.09554000,0.09565000,0.09553000,0.09565000,79955.00000000,0.095967,0.095975,0.095967,0.095975,100.0
2024-09-07 15:52,0.09564,0.0957,0.09563,0.09567,74057.0,0.09565000,0.09570000,0.09562000,0.09567000,264948.00000000,0.096,0.096,0.096,0.096,149.20064199
2024-09-07 15:53,0.09566,0.09566,0.09547,0.0955,449393.7,0.09566000,0.09567000,0.09548000,0.09550000,919133.00000000,0.095872,0.095872,0.095869,0.095869,2746.03714435
2024-09-07 15:54,0.0955,0.09554,0.09545,0.09551,138231.4,0.09551000,0.09554000,0.09547000,0.09551000,175502.00000000,,,,,
2024-09-07 15:55,0.09551,0.09555,0.09544,0.09545,52692.1,0.09551000,0.09555000,0.09546000,0.09546000,99659.00000000,,,,,
2024-09-07 15:56,0.09544,0.0955,0.09539,0.09539,35512.5,0.09545000,0.09550000,0.09539000,0.09540000,90591.00000000,0.095687,0.095687,0.095687,0.095687,500.0
2024-09-07 15:57,0.09542,0.09552,0.09542,0.09552,100907.2,0.09541000,0.09554000,0.09540000,0.09549000,1128124.00000000,0.095754,0.095754,0.095754,0.095754,750.0
2024-09-07 15:58,0.09548,0.09553,0.09545,0.09545,62987.2,0.09549000,0.09552000,0.09547000,0.09548000,287385.00000000,,,,,
2024-09-07 15:59,0.09548,0.0955,0.09544,0.09544,72553.4,0.09548000,0.09548000,0.09546000,0.09547000,33661.00000000,,,,,
2024-09-07 16:00,0.09543,0.09557,0.09543,0.09557,61888.5,0.09546000,0.09558000,0.09545000,0.09556000,487883.00000000,,,,,
2024-09-07 16:01,0.09555,0.09555,0.09544,0.09545,17485.4,0.09555000,0.09556000,0.09543000,0.09543000,977307.00000000,,,,,
2024-09-07 16:02,0.09545,0.09545,0.09535,0.0954,93211.1,0.09543000,0.09545000,0.09535000,0.09539000,161280.00000000,,,,,
2024-09-07 16:03,0.0954,0.09547,0.09538,0.09542,71521.2,0.09540000,0.09547000,0.09537000,0.09542000,56889.00000000,,,,,
2024-09-07 16:04,0.09541,0.09548,0.0954,0.09548,45703.2,0.09542000,0.09548000,0.09541000,0.09548000,54891.00000000,,,,,
2024-09-07 16:05,0.09546,0.09555,0.09545,0.09548,48479.5,0.09547000,0.09553000,0.09544000,0.09548000,131933.00000000,,,,,
2024-09-07 16:06,0.09552,0.09555,0.09546,0.09547,35735.3,0.09549000,0.09553000,0.09545000,0.09547000,105575.00000000,,,,,
2024-09-07 16:07,0.09546,0.09547,0.09542,0.09547,65688.4,0.09546000,0.09547000,0.09543000,0.09547000,112094.00000000,,,,,
2024-09-07 16:08,0.09547,0.09557,0.09545,0.09554,82757.5,0.09545000,0.09555000,0.09545000,0.09553000,40126.00000000,,,,,
2024-09-07 16:09,0.09552,0.09552,0.09541,0.09541,6859.3,0.09553000,0.09553000,0.09541000,0.09542000,175705.00000000,,,,,
