time,COINBASE:open,COINBASE:high,COINBASE:low,COINBASE:close,COINBASE:volume,BINANCE:open,BINANCE:high,BINANCE:low,BINANCE:close,BINANCE:volume,BITFINEX:open,BITFINEX:high,BITFINEX:low,BITFINEX:close,BITFINEX:volume,MEXC:open,MEXC:high,MEXC:low,MEXC:close,MEXC:volume,GATEIO:open,GATEIO:high,GATEIO:low,GATEIO:close,GATEIO:volume,KRAKEN:open,KRAKEN:high,KRAKEN:low,KRAKEN:close,KRAKEN:volume
2025-12-07 22:18,89514.01,89544.97,89319.84,89319.84,1.53572411,89509.94000000,89552.76000000,89310.00000000,89310.00000000,15.61903000,89590.0,89590.0,89430.0,89430.0,0.1075488,89509.94,89547.41,89332.01,89332.01,18.69591393,89505.1,89529.1,89302.5,89302.5,854193.13469250,89510.4,89510.4,89400.8,89400.8,0.46721482000000003
2025-12-07 22:19,89319.84,89348.0,89252.0,89310.0,1.71905285,89310.00000000,89338.05000000,89245.14000000,89300.01000000,41.70664000,89400.0,89400.0,89325.0,89372.0,0.20149077999999998,89332.01,89338.04,89245.1,89300.01,29.81407648,89302.4,89330,89242.2,89299.1,843063.76196370,89382.3,89382.3,89307.7,89307.7,0.10058681
2025-12-07 22:20,89310.0,89320.0,89226.58,89296.51,5.54348726,89300.01000000,89305.73000000,89236.00000000,89292.36000000,21.40438000,89370.0,89370.0,89325.0,89360.0,0.02650007,89300.01,89301.9,89236,89294.01,8.26921355,89299.1,89302,89236.1,89291.1,196139.87784900,89307.8,89307.8,89288.9,89289.0,1.99588049
2025-12-07 22:21,89299.99,89467.99,89266.05,89410.82,6.97608768,89292.37000000,89450.00000000,89261.03000000,89403.08000000,23.92775000,89362.0,89490.0,89328.0,89490.0,0.26626268000000003,89294.01,89424.5,89280.88,89403.09,18.1539646,89299.9,89442.8,89258.6,89395.6,182213.27296450,89296.2,89400.8,89288.9,89400.8,0.5586299
2025-12-07 22:22,89413.11,89475.24,89382.0,89386.0,12.40281687,89403.08000000,89456.00000000,89370.66000000,89370.67000000,6.29484000,89456.0,89456.0,89456.0,89456.0,0.00039325,89403.09,89454,89370.65,89370.65,3.54413659,89400.1,89459,89381,89381,57176.72138680,89400.8,89417.5,89392.7,89392.9,0.11101181
2025-12-07 22:23,89386.0,89417.99,89328.32,89400.4,2.79971567,89370.66000000,89390.00000000,89324.58000000,89390.00000000,12.87853000,89405.0,89405.0,89405.0,89405.0,0.0012781300000000002,89370.65,89390.24,89324.44,89390.24,8.44034464,89372.4,89386.2,89319.1,89386.2,71893.72609370,89382.4,89382.4,89382.3,89382.4,0.007207900000000001
2025-12-07 22:24,89400.4,89437.44,89349.52,89428.86,1.11557531,89389.99000000,89427.29000000,89341.45000000,89419.35000000,15.50704000,89445.0,89472.0,89445.0,89472.0,0.011618219999999999,89390.24,89419.38,89350.42,89419.37,12.55882337,89391,89414.9,89343.1,89413.8,88223.21939540,89382.4,89426.4,89382.3,89426.4,0.06257157
2025-12-07 22:25,89428.86,89557.77,89410.75,89549.94,4.33924482,89419.36000000,89539.99000000,89415.33000000,89539.98000000,9.56349000,89496.0,89570.0,89496.0,89570.0,0.00930773,89419.37,89540.25,89407.81,89540.25,2.05272576,89413.9,89528.1,89413.8,89528.1,372165.82739520,89431.7,89479.9,89431.7,89479.9,0.38122197
2025-12-07 22:26,89549.95,89754.0,89549.94,89656.0,9.79610635,89539.99000000,89745.68000000,89539.98000000,89657.32000000,35.51846000,89580.0,89780.0,89580.0,89766.0,0.00620508,89540.25,89748.33,89539.99,89671.4,27.6601099,89528.1,89732.2,89528.1,89645.1,571360.15787670,89479.9,89711.0,89479.9,89711.0,0.34450782
2025-12-07 22:27,89656.0,89656.0,89514.88,89618.7,10.01980441,89657.31000000,89657.31000000,89505.32000000,89618.14000000,8.70407000,89716.0,89716.0,89618.0,89658.0,0.00155276,89671.4,89671.4,89520,89620.45,7.28529563,89636.4,89636.4,89512.2,89624,395254.78857910,89710.9,89710.9,89577.5,89645.9,4.37376392
